Run Number  |  Time to Converge  |  Agents Commited to First / Second / Neither Target
0	0	0	0	150
0	120	5	10	135
0	240	13	23	114
0	360	25	29	96
0	480	25	30	95
0	600	24	43	83
0	720	28	34	88
0	840	31	45	74
0	960	33	46	71
0	1080	37	51	62
0	1200	29	52	69
0	1320	26	42	82
0	1440	22	50	78
0	1560	30	47	73
0	1680	22	52	76
final	1800	9	56	85
1	0	0	0	150
1	120	10	7	133
1	240	30	28	92
1	360	43	38	69
1	480	53	21	76
1	600	59	25	66
1	720	57	20	73
1	840	57	15	78
1	960	49	18	83
1	1080	48	17	85
1	1200	51	23	76
1	1320	51	17	82
1	1440	50	12	88
1	1560	59	14	77
1	1680	46	21	83
final	1800	51	26	73
2	0	0	0	150
2	120	5	6	139
2	240	20	16	114
2	360	25	35	90
2	480	29	34	87
2	600	25	41	84
2	720	15	57	78
2	840	6	53	91
2	960	8	65	77
2	1080	9	50	91
2	1200	12	58	80
2	1320	2	67	81
2	1440	3	72	75
2	1560	1	82	67
2	1680	7	74	69
final	1800	10	75	65
3	0	0	0	150
3	120	10	10	130
3	240	22	20	108
3	360	36	28	86
3	480	33	38	79
3	600	26	44	80
3	720	23	39	88
3	840	40	39	71
3	960	32	37	81
3	1080	28	36	86
3	1200	33	28	89
3	1320	42	33	75
3	1440	47	23	80
3	1560	55	31	64
3	1680	41	25	84
final	1800	42	27	81
4	0	0	0	150
4	120	9	7	134
4	240	20	25	105
4	360	42	26	82
4	480	43	26	81
4	600	39	21	90
4	720	38	25	87
4	840	35	24	91
4	960	44	27	79
4	1080	49	27	74
4	1200	47	28	75
4	1320	36	34	80
4	1440	42	25	83
4	1560	49	29	72
4	1680	40	22	88
final	1800	38	30	82
5	0	0	0	150
5	120	11	9	130
5	240	17	19	114
5	360	29	27	94
5	480	36	25	89
5	600	39	29	82
5	720	44	32	74
5	840	48	24	78
5	960	49	16	85
5	1080	35	32	83
5	1200	39	33	78
5	1320	37	47	66
5	1440	22	46	82
5	1560	18	50	82
5	1680	12	60	78
final	1800	9	61	80
6	0	0	0	150
6	120	5	5	140
6	240	9	20	121
6	360	13	19	118
6	480	28	43	79
6	600	30	47	73
6	720	34	40	76
6	840	36	42	72
6	960	27	44	79
6	1080	30	34	86
6	1200	45	32	73
6	1320	44	31	75
6	1440	42	27	81
6	1560	43	34	73
6	1680	38	29	83
final	1800	38	23	89
7	0	0	0	150
7	120	0	4	146
7	240	4	12	134
7	360	11	35	104
7	480	13	40	97
7	600	18	49	83
7	720	7	67	76
7	840	18	68	64
7	960	22	68	60
7	1080	16	67	67
7	1200	31	58	61
7	1320	38	49	63
7	1440	28	39	83
7	1560	29	33	88
7	1680	21	45	84
final	1800	23	43	84
8	0	0	0	150
8	120	6	6	138
8	240	17	12	121
8	360	21	36	93
8	480	20	33	97
8	600	32	33	85
8	720	36	28	86
8	840	37	32	81
8	960	36	35	79
8	1080	37	46	67
8	1200	48	26	76
8	1320	41	26	83
8	1440	39	28	83
8	1560	45	27	78
8	1680	37	23	90
final	1800	43	30	77
9	0	0	0	150
9	120	7	1	142
9	240	9	3	138
9	360	22	9	119
9	480	32	19	99
9	600	38	33	79
9	720	34	30	86
9	840	35	30	85
9	960	32	20	98
9	1080	38	18	94
9	1200	50	31	69
9	1320	48	25	77
9	1440	49	26	75
9	1560	54	23	73
9	1680	48	22	80
final	1800	41	26	83
10	0	0	0	150
10	120	8	10	132
10	240	31	15	104
10	360	36	15	99
10	480	42	19	89
10	600	34	24	92
10	720	27	33	90
10	840	32	36	82
10	960	35	39	76
10	1080	38	34	78
10	1200	39	31	80
10	1320	36	38	76
10	1440	41	25	84
10	1560	39	33	78
10	1680	33	39	78
final	1800	37	30	83
11	0	0	0	150
11	120	14	8	128
11	240	26	10	114
11	360	38	10	102
11	480	59	9	82
11	600	64	9	77
11	720	60	3	87
11	840	82	4	64
11	960	78	6	66
11	1080	72	7	71
11	1200	63	15	72
11	1320	36	31	83
11	1440	29	36	85
11	1560	31	34	85
11	1680	32	27	91
final	1800	35	18	97
12	0	0	0	150
12	120	4	3	143
12	240	8	19	123
12	360	20	29	101
12	480	20	48	82
12	600	40	48	62
12	720	37	45	68
12	840	39	37	74
12	960	29	50	71
12	1080	38	52	60
12	1200	43	43	64
12	1320	44	42	64
12	1440	37	36	77
12	1560	38	27	85
12	1680	38	25	87
final	1800	38	31	81
13	0	0	0	150
13	120	10	11	129
13	240	25	21	104
13	360	28	34	88
13	480	20	40	90
13	600	28	52	70
13	720	20	41	89
13	840	14	48	88
13	960	23	43	84
13	1080	27	42	81
13	1200	26	51	73
13	1320	26	46	78
13	1440	22	49	79
13	1560	21	60	69
13	1680	22	57	71
final	1800	28	49	73
14	0	0	0	150
14	120	10	5	135
14	240	19	13	118
14	360	30	19	101
14	480	33	30	87
14	600	37	46	67
14	720	22	41	87
14	840	26	49	75
14	960	21	56	73
14	1080	26	52	72
14	1200	28	56	66
14	1320	29	50	71
14	1440	28	47	75
14	1560	28	36	86
14	1680	21	32	97
final	1800	20	31	99
15	0	0	0	150
15	120	5	1	144
15	240	11	6	133
15	360	18	21	111
15	480	28	36	86
15	600	26	45	79
15	720	21	45	84
15	840	22	39	89
15	960	22	44	84
15	1080	22	42	86
15	1200	29	49	72
15	1320	33	30	87
15	1440	43	33	74
15	1560	45	38	67
15	1680	35	37	78
final	1800	28	37	85
16	0	0	0	150
16	120	7	3	140
16	240	11	18	121
16	360	9	36	105
16	480	14	46	90
16	600	15	48	87
16	720	25	48	77
16	840	29	42	79
16	960	46	43	61
16	1080	28	36	86
16	1200	35	32	83
16	1320	32	29	89
16	1440	28	32	90
16	1560	28	46	76
16	1680	32	50	68
final	1800	24	40	86
17	0	0	0	150
17	120	7	5	138
17	240	21	18	111
17	360	17	25	108
17	480	26	45	79
17	600	27	42	81
17	720	20	49	81
17	840	21	47	82
17	960	20	49	81
17	1080	16	59	75
17	1200	16	51	83
17	1320	17	43	90
17	1440	17	47	86
17	1560	21	57	72
17	1680	18	42	90
final	1800	11	57	82
18	0	0	0	150
18	120	8	9	133
18	240	16	36	98
18	360	29	46	75
18	480	23	47	80
18	600	23	49	78
18	720	15	54	81
18	840	10	48	92
18	960	9	61	80
18	1080	5	58	87
18	1200	10	62	78
18	1320	6	51	93
18	1440	4	60	86
18	1560	7	62	81
18	1680	5	66	79
final	1800	9	53	88
19	0	0	0	150
19	120	5	8	137
19	240	21	20	109
19	360	36	17	97
19	480	35	34	81
19	600	29	44	77
19	720	17	46	87
19	840	20	47	83
19	960	23	43	84
19	1080	24	41	85
19	1200	38	36	76
19	1320	25	32	93
19	1440	34	30	86
19	1560	35	27	88
19	1680	31	24	95
final	1800	36	40	74
20	0	0	0	150
20	120	8	12	130
20	240	18	18	114
20	360	38	22	90
20	480	56	15	79
20	600	50	16	84
20	720	49	19	82
20	840	51	23	76
20	960	42	18	90
20	1080	43	21	86
20	1200	32	29	89
20	1320	33	31	86
