Run Number  |  Time to Converge  |  Agents Commited to First / Second / Neither Target
0	0	0	0	150
0	120	4	3	143
0	240	16	27	107
0	360	25	58	67
0	480	32	60	58
0	600	33	65	52
0	720	36	69	45
0	840	31	67	52
0	960	33	69	48
0	1080	22	71	57
0	1200	27	78	45
0	1320	22	68	60
0	1440	23	67	60
0	1560	25	71	54
0	1680	17	75	58
final	1800	27	74	49
1	0	0	0	150
1	120	20	7	123
1	240	45	17	88
1	360	59	31	60
1	480	66	26	58
1	600	65	25	60
1	720	57	39	54
1	840	62	31	57
1	960	74	28	48
1	1080	82	22	46
1	1200	91	14	45
1	1320	91	12	47
1	1440	86	15	49
1	1560	92	15	43
1	1680	93	9	48
final	1800	95	14	41
2	0	0	0	150
2	120	11	1	138
2	240	39	9	102
2	360	60	28	62
2	480	61	27	62
2	600	69	25	56
2	720	73	26	51
2	840	78	21	51
2	960	72	22	56
2	1080	75	28	47
2	1200	83	15	52
2	1320	91	12	47
2	1440	77	9	64
2	1560	100	13	37
2	1680	91	9	50
final	1800	102	3	45
3	0	0	0	150
3	120	16	10	124
3	240	23	32	95
3	360	24	47	79
3	480	25	58	67
3	600	31	60	59
3	720	18	60	72
3	840	16	78	56
3	960	21	84	45
3	1080	15	74	61
3	1200	13	78	59
3	1320	9	88	53
3	1440	4	96	50
3	1560	4	107	39
3	1680	5	99	46
final	1800	0	115	35
4	0	0	0	150
4	120	7	13	130
4	240	26	28	96
4	360	59	35	56
4	480	63	35	52
4	600	69	23	58
4	720	84	21	45
4	840	88	19	43
4	960	77	10	63
4	1080	89	7	54
4	1200	86	11	53
4	1320	101	9	40
4	1440	111	7	32
4	1560	109	2	39
4	1680	113	2	35
final	1800	100	4	46
5	0	0	0	150
5	120	4	16	130
5	240	19	34	97
5	360	36	43	71
5	480	34	49	67
5	600	36	60	54
5	720	31	50	69
5	840	39	62	49
5	960	41	55	54
5	1080	38	61	51
5	1200	44	49	57
5	1320	57	38	55
5	1440	60	25	65
5	1560	77	13	60
5	1680	84	15	51
final	1800	84	7	59
6	0	0	0	150
6	120	25	10	115
6	240	54	7	89
6	360	87	15	48
6	480	89	9	52
6	600	80	11	59
6	720	86	7	57
6	840	97	5	48
6	960	108	4	38
6	1080	99	3	48
6	1200	117	1	32
6	1320	109	3	38
6	1440	119	2	29
6	1560	112	2	36
6	1680	111	1	38
final	1800	98	3	49
7	0	0	0	150
7	120	4	8	138
7	240	38	17	95
7	360	40	40	70
7	480	47	42	61
7	600	57	39	54
7	720	56	49	45
7	840	61	45	44
7	960	61	40	49
7	1080	66	33	51
7	1200	60	28	62
7	1320	47	36	67
7	1440	57	43	50
7	1560	43	35	72
7	1680	50	32	68
final	1800	63	35	52
8	0	0	0	150
8	120	6	18	126
8	240	17	50	83
8	360	19	68	63
8	480	25	77	48
8	600	24	90	36
8	720	12	75	63
8	840	23	76	51
8	960	16	82	52
8	1080	20	88	42
8	1200	12	88	50
8	1320	7	102	41
8	1440	11	96	43
8	1560	11	103	36
8	1680	10	97	43
final	1800	10	105	35
9	0	0	0	150
9	120	12	13	125
9	240	25	28	97
9	360	46	38	66
9	480	59	48	43
9	600	60	38	52
9	720	61	33	56
9	840	67	25	58
9	960	68	32	50
9	1080	78	30	42
9	1200	81	20	49
9	1320	66	19	65
9	1440	61	30	59
9	1560	85	22	43
9	1680	83	12	55
final	1800	91	9	50
