Run Number  |  Time to Converge  |  Agents Commited to First / Second / Neither Target
0	0	0	0	150
0	120	11	6	133
0	240	34	48	68
0	360	43	47	60
0	480	47	40	63
0	600	51	49	50
0	720	56	48	46
0	840	46	48	56
0	960	45	53	52
0	1080	29	59	62
0	1200	22	50	78
0	1320	18	62	70
0	1440	15	79	56
0	1560	13	87	50
0	1680	12	91	47
final	1800	11	94	45
1	0	0	0	150
1	120	8	18	124
1	240	26	44	80
1	360	41	56	53
1	480	41	51	58
1	600	41	49	60
1	720	34	63	53
1	840	41	64	45
1	960	42	59	49
1	1080	38	58	54
1	1200	48	48	54
1	1320	62	32	56
1	1440	63	38	49
1	1560	73	43	34
1	1680	60	41	49
final	1800	70	32	48
2	0	0	0	150
2	120	23	11	116
2	240	38	25	87
2	360	60	22	68
2	480	75	25	50
2	600	73	15	62
2	720	89	14	47
2	840	100	9	41
2	960	94	17	39
2	1080	100	14	36
2	1200	98	16	36
2	1320	93	12	45
2	1440	89	9	52
2	1560	101	4	45
2	1680	110	1	39
final	1800	127	0	23
3	0	0	0	150
3	120	5	31	114
3	240	24	56	70
3	360	38	54	58
3	480	42	43	65
3	600	54	39	57
3	720	48	54	48
3	840	37	54	59
3	960	34	58	58
3	1080	37	66	47
3	1200	37	73	40
3	1320	31	70	49
3	1440	30	70	50
3	1560	33	62	55
3	1680	39	54	57
final	1800	44	58	48
4	0	0	0	150
4	120	12	11	127
4	240	26	36	88
4	360	32	54	64
4	480	36	62	52
4	600	34	66	50
4	720	30	72	48
4	840	16	90	44
4	960	21	84	45
4	1080	12	93	45
4	1200	10	94	46
4	1320	16	90	44
4	1440	12	89	49
4	1560	9	97	44
4	1680	2	102	46
final	1800	0	105	45
5	0	0	0	150
5	120	7	11	132
5	240	33	24	93
5	360	62	31	57
5	480	48	46	56
5	600	45	33	72
5	720	54	42	54
5	840	45	48	57
5	960	46	46	58
5	1080	51	51	48
5	1200	43	54	53
5	1320	40	47	63
5	1440	50	43	57
5	1560	45	38	67
5	1680	58	46	46
final	1800	53	49	48
6	0	0	0	150
6	120	17	4	129
6	240	50	10	90
6	360	78	12	60
6	480	73	14	63
6	600	82	18	50
6	720	90	8	52
6	840	101	8	41
6	960	102	7	41
6	1080	100	2	48
6	1200	110	4	36
6	1320	103	2	45
6	1440	113	1	36
6	1560	111	1	38
6	1680	94	6	50
final	1800	99	9	42
7	0	0	0	150
7	120	22	26	102
7	240	42	41	67
7	360	55	38	57
7	480	56	41	53
7	600	70	25	55
7	720	72	22	56
7	840	78	25	47
7	960	79	12	59
7	1080	96	11	43
7	1200	94	7	49
7	1320	95	5	50
7	1440	104	5	41
7	1560	110	0	40
7	1680	116	1	33
final	1800	109	2	39
8	0	0	0	150
8	120	13	10	127
8	240	36	30	84
8	360	66	32	52
8	480	61	29	60
8	600	59	29	62
8	720	67	32	51
8	840	66	26	58
8	960	61	36	53
8	1080	65	19	66
8	1200	87	2	61
8	1320	92	9	49
8	1440	101	5	44
8	1560	99	4	47
8	1680	95	0	55
final	1800	112	2	36
9	0	0	0	150
9	120	7	15	128
9	240	42	36	72
9	360	55	37	58
9	480	60	42	48
9	600	58	42	50
9	720	67	29	54
9	840	63	29	58
9	960	61	30	59
9	1080	71	30	49
9	1200	66	28	56
9	1320	60	23	67
9	1440	71	25	54
9	1560	71	28	51
9	1680	72	21	57
final	1800	82	28	40
10	0	0	0	150
10	120	15	17	118
10	240	28	35	87
10	360	51	42	57
10	480	51	44	55
10	600	68	39	43
10	720	77	31	42
10	840	81	23	46
10	960	82	20	48
10	1080	69	16	65
10	1200	69	24	57
10	1320	80	20	50
10	1440	79	13	58
10	1560	83	15	52
10	1680	96	12	42
